x1= 875 x2= 884 y1= 605 y2= 616 tnt1=  13 tnt2=  29
x1= 870 x2= 887 y1= 599 y2= 612 tnt1=  21 tnt2=  19
x1= 839 x2= 892 y1= 575 y2= 605 tnt1=  55 tnt2=  27
x1=1023 x2=1023 y1= 416 y2= 449 tnt1=1013 tnt2=1023
x1=1023 x2=1023 y1= 406 y2= 441 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 414 y2= 468 tnt1=1023 tnt2=1023
x1=1023 x2=1020 y1= 413 y2= 502 tnt1=1018 tnt2=1022
x1= 873 x2= 886 y1= 579 y2= 595 tnt1=  37 tnt2=  30
x1= 876 x2= 885 y1= 578 y2= 587 tnt1=  15 tnt2=  14
x1= 876 x2= 875 y1= 571 y2= 580 tnt1=  10 tnt2=  12
x1= 875 x2= 884 y1= 565 y2= 574 tnt1=  14 tnt2=  19
x1= 872 x2= 884 y1= 559 y2= 567 tnt1=  15 tnt2=   9
x1= 874 x2= 883 y1= 555 y2= 562 tnt1=  14 tnt2=  11
x1= 880 x2= 890 y1= 554 y2= 560 tnt1=  19 tnt2=  15
x1= 878 x2= 885 y1= 549 y2= 556 tnt1=  16 tnt2=  15
x1= 877 x2= 891 y1= 543 y2= 551 tnt1=  14 tnt2=  11
x1= 874 x2= 885 y1= 537 y2= 545 tnt1=  14 tnt2=   7
x1= 875 x2= 870 y1= 532 y2= 539 tnt1=  16 tnt2=  14
x1= 874 x2= 870 y1= 530 y2= 537 tnt1=   4 tnt2=  13
x1= 876 x2= 873 y1= 525 y2= 533 tnt1=  10 tnt2=  14
x1= 874 x2= 878 y1= 523 y2= 530 tnt1=  15 tnt2=  13
x1= 870 x2= 880 y1= 518 y2= 525 tnt1=  13 tnt2=  15
x1= 878 x2= 878 y1= 512 y2= 519 tnt1=  13 tnt2=  15
x1= 874 x2= 878 y1= 506 y2= 513 tnt1=  21 tnt2=  16
x1= 872 x2= 870 y1= 500 y2= 506 tnt1=  18 tnt2=  14
x1=1023 x2=1023 y1= 404 y2= 444 tnt1= 700 tnt2=1023
x1= 866 x2= 865 y1= 481 y2= 489 tnt1=   8 tnt2=  15
x1= 865 x2= 867 y1= 473 y2= 479 tnt1=   6 tnt2=  13
x1= 862 x2= 859 y1= 463 y2= 469 tnt1=   7 tnt2=  14
x1= 862 x2= 877 y1= 452 y2= 457 tnt1=  19 tnt2=  18
x1=1023 x2=1023 y1= 407 y2= 445 tnt1=1023 tnt2=1012
x1=1023 x2=1023 y1= 413 y2= 452 tnt1=1023 tnt2=1011
x1=1023 x2=1023 y1= 404 y2= 438 tnt1=1017 tnt2=1023
x1=1023 x2=1023 y1= 404 y2= 440 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 398 y2= 434 tnt1=1017 tnt2=1021
x1=1023 x2=1023 y1= 415 y2= 454 tnt1=1017 tnt2=1023
x1=1023 x2=1023 y1= 414 y2= 457 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 416 y2= 454 tnt1=1017 tnt2=1022
x1=1023 x2=1023 y1= 414 y2= 450 tnt1=1017 tnt2=1011
x1=1023 x2=1023 y1= 408 y2= 447 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 413 y2= 449 tnt1=1023 tnt2=1022
x1=1023 x2=1023 y1= 412 y2= 447 tnt1=1018 tnt2=1011
x1=1023 x2=1023 y1= 406 y2= 443 tnt1=1017 tnt2=1023
x1=1023 x2=1023 y1= 417 y2= 454 tnt1=1017 tnt2=1011
x1=1023 x2=1023 y1= 414 y2= 449 tnt1=1017 tnt2=1012
x1=1023 x2=1023 y1= 408 y2= 446 tnt1=1023 tnt2=1013
x1=1023 x2=1023 y1= 408 y2= 449 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 415 y2= 453 tnt1=1017 tnt2=1023
x1=1023 x2=1023 y1= 409 y2= 445 tnt1=1023 tnt2=1022
x1=1023 x2=1023 y1= 416 y2= 451 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 414 y2= 448 tnt1=1017 tnt2=1012
x1=1023 x2=1023 y1= 413 y2= 450 tnt1=1018 tnt2=1012
x1=1023 x2=1023 y1= 414 y2= 450 tnt1=1017 tnt2=1023
x1=1023 x2=1023 y1= 413 y2= 447 tnt1=1017 tnt2=1011
x1=1023 x2=1023 y1= 403 y2= 440 tnt1=1017 tnt2=1012
x1=1023 x2=1023 y1= 415 y2= 468 tnt1=1023 tnt2=1022
x1=1023 x2=1023 y1= 411 y2= 496 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 414 y2= 451 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 411 y2= 446 tnt1=1023 tnt2=1023
x1=1023 x2=1023 y1= 414 y2= 447 tnt1=1015 tnt2=1023
