new-calib: New touch screen calibration program v3.12
Serial Number='150A1E00010B0602030E'
Using tnt_mode=1
Setting for delay_in_us:        1
Setting for y_delay_in_us:      1
Setting for tnt_delay_in_us:    1
Setting for max_delta_tnt:      5
Setting for tnt_mode:           1
Setting for averaging:         -1
Entering get_four_points
target_noise  x= 2.50 y= 2.50 t= 2.50
target state=0 point=23,22
 X= 822 X2=1006  Y= 868 Y2=1022 P1=1023 P2=  -1 T1=1022 T2= 742  P= 522  D=   1 
 X= 852 X2=1009  Y= 894 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 763  P= 522  D=   1 
 X= 845 X2=1023  Y= 886 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 740  P= 522  D=   1 
 X= 942 X2= 992  Y= 892 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 755  P= 522  D=   1 
 X= 743 X2=1023  Y= 903 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 747  P= 522  D=   1 
 X= 758 X2=1023  Y= 914 Y2=1018 P1=1023 P2=  -1 T1=1023 T2= 745  P= 522  D=   1 
 X= 846 X2=1023  Y= 900 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 781  P= 522  D=   1 
 X= 773 X2=1023  Y= 884 Y2=1020 P1=1023 P2=  -1 T1=1022 T2= 738  P= 522  D=   1 
 X= 822 X2=1023  Y= 890 Y2=1019 P1=1023 P2=  -1 T1=1022 T2= 729  P= 522  D=   1 
 X= 915 X2= 992  Y= 897 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 773  P= 522  D=   1 
 X= 893 X2= 995  Y= 887 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 750  P= 522  D=   1 
 X= 888 X2= 979  Y= 889 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 753  P= 522  D=   1 
 X= 829 X2=1022  Y= 890 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 761  P= 522  D=   1 
 X= 907 X2=1015  Y= 948 Y2=1022 P1=1023 P2=  -1 T1=1023 T2= 700  P= 522  D=   1 
 X= 759 X2=1023  Y= 903 Y2=1020 P1=1023 P2=  -1 T1=1023 T2= 775  P= 522  D=   1 
 X= 767 X2=1023  Y= 906 Y2=1019 P1=1023 P2=  -1 T1=1023 T2= 760  P= 522  D=   1 
 X= 831 X2=1011  Y= 904 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 708  P= 522  D=   1 
 X= 998 X2=1023  Y=1020 Y2=1023 P1=1023 P2=  -1 T1=1023 T2=1019  P= 522  D=   1 
 X= 721 X2=1023  Y= 893 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 752  P= 522  D=   1 
 X= 891 X2=1004  Y= 892 Y2=1022 P1=1023 P2=  -1 T1=1023 T2= 732  P= 522  D=   1 
 X= 845 X2=1010  Y= 891 Y2=1022 P1=1023 P2=  -1 T1=1023 T2= 751  P= 522  D=   1 
 X= 926 X2= 978  Y= 908 Y2=1021 P1=1023 P2=  -1 T1=1022 T2= 752  P= 522  D=   1 
 X= 852 X2=1020  Y= 900 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 744  P= 522  D=   1 
 X= 700 X2=1023  Y= 896 Y2=1020 P1=1023 P2=  -1 T1=1021 T2= 753  P= 522  D=   1 
 X= 753 X2=1023  Y= 898 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 768  P= 522  D=   1 
 X= 747 X2=1023  Y= 882 Y2=1021 P1=1023 P2=  -1 T1=1022 T2= 762  P= 522  D=   1 
 X= 767 X2=1023  Y= 877 Y2=1021 P1=1023 P2=  -1 T1=1022 T2= 743  P= 522  D=   1 
 X= 743 X2=1023  Y= 904 Y2=1021 P1=1023 P2=  -1 T1=1023 T2= 751  P= 522  D=   1 
